999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999
999,999,999,999,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,20,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,20,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,0,999,999,999,999
999,999,999,999,0,999,999,999,999,999,0,999,999,999,0,999,999,999,999,999,999,0,999,999,999,0,999,999,999,0,999,999,999,999,999,999,999,999,999,999
999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
